Date,Open,High,Low,Close,Adj Close,Volume
2019-09-04,254.000000,258.000000,254.000000,257.500000,255.571167,22540733
2019-09-05,263.000000,263.000000,260.500000,263.000000,261.029968,48791728
2019-09-06,265.000000,265.000000,263.000000,263.500000,261.526215,25408515
2019-09-10,263.500000,264.000000,260.500000,261.500000,259.541199,29308866
2019-09-11,264.000000,264.500000,260.500000,263.000000,261.029968,36196015
2019-09-12,265.000000,265.000000,261.500000,262.500000,260.533722,26017293
2019-09-16,262.000000,265.500000,261.500000,265.500000,263.511230,32573966
2019-09-17,266.500000,266.500000,264.500000,265.000000,263.014984,27600844
2019-09-18,267.000000,269.500000,266.500000,267.000000,265.000000,47684759
2019-09-19,268.000000,268.000000,264.000000,265.000000,265.000000,25233567
2019-09-20,266.000000,266.500000,264.000000,264.000000,264.000000,43868865
2019-09-23,264.000000,264.000000,263.000000,264.000000,264.000000,13093208
2019-09-24,263.500000,265.500000,262.000000,265.000000,265.000000,24244943
2019-09-25,262.500000,266.000000,262.000000,266.000000,266.000000,21003163
2019-09-26,269.000000,269.500000,266.500000,268.000000,268.000000,29940103
2019-09-27,271.500000,272.500000,271.000000,272.000000,272.000000,41235817
2019-10-01,273.000000,280.500000,273.000000,280.000000,280.000000,71743890
2019-10-02,280.000000,281.000000,279.000000,279.500000,279.500000,29295953
2019-10-03,274.000000,277.500000,274.000000,276.500000,276.500000,31890864
2019-10-04,279.500000,280.000000,275.000000,276.500000,276.500000,35169613
2019-10-07,279.000000,279.500000,277.500000,278.000000,278.000000,17510230
2019-10-08,283.500000,286.500000,282.500000,286.500000,286.500000,35278551
2019-10-09,283.500000,286.000000,282.000000,282.000000,282.000000,34777456
2019-10-14,291.500000,291.500000,288.500000,290.000000,290.000000,46683517
2019-10-15,293.500000,296.000000,292.000000,293.500000,293.500000,38018567
2019-10-16,298.000000,298.000000,293.500000,296.500000,296.500000,40297144
2019-10-17,295.000000,295.500000,292.000000,293.500000,293.500000,40271938
2019-10-18,293.000000,295.500000,291.000000,293.000000,293.000000,45102984
2019-10-21,291.000000,291.000000,288.500000,290.000000,290.000000,34634365
2019-10-22,292.500000,294.000000,291.500000,294.000000,294.000000,26005020
2019-10-23,293.500000,293.500000,290.500000,293.000000,293.000000,28675408
2019-10-24,294.500000,294.500000,291.000000,293.000000,293.000000,29040827
2019-10-25,294.500000,294.500000,292.500000,293.500000,293.500000,22682711
2019-10-28,295.000000,295.500000,294.000000,294.500000,294.500000,20076561
2019-10-29,297.000000,298.500000,296.500000,298.500000,298.500000,36532000
