Date,Open,High,Low,Close
2022-07-18,774.25,776.065002,769.5,772.559998
2022-07-19,776.030029,778.710022,772.890015,776.429993
2022-07-20,779.309998,782.070007,775.650024,776.469971
2022-07-21,779,780.47998,775.539978,776.859985
2022-07-22,779.659973,779.659973,770.75,775.080017
